Date,Security Code,ISIN No,Issuer Name,Coupon(%),Maturity Date,LTP,Weighted Average- Price,Weighted Average- Yield,Turnover in Lakhs,No.Of Trades,
20 Apr 2020,1040EFL24,INE804I078Z5,ECL FINANCE LIMITED,10.4000,17/01/2024,96.6863,96.6900,11.5000,163.94,1,,,
29 Apr 2020,1020EFL22,INE804I075Z1,ECL FINANCE LIMITED,10.2000,17/04/2022,97.7872,97.7800,11.5000,350.00,2,,,
20 Apr 2020,925EFL23,INE804I075Y4,ECL FINANCE LIMITED,9.2500,06/08/2023,95.3416,95.3400,11.5000,220.00,2,,,
15 May 2020,00EFL20,INE804I074Z4,ECL FINANCE LIMITED,0.0000,11/12/2020,115.1553,115.1700,10.4000,16120.00,3,,,
17 Feb 2020,ECLFIN09MAR20,INE804I073L6,ECL FINANCE LIMITED,0.0000,09/03/2020,131.6630,131.6600,8.7500,150.00,1,,,
09 Mar 2020,ECLFMAR20,INE804I070N8,ECL FINANCE LIMITED,0.0000,26/03/2020,130.7620,130.7500,8.5000,200.00,2,,,
14 May 2020,950HHFL28,INE800X08012,HERO HOUSING FINANCE LIMITED,9.5000,28/12/2028,102.4800,101.4700,9.2300,2000.00,3,,,
08 Apr 2020,880IIFCL34,INE787H07438,India Infrastructure Finance Company Limited,8.8000,27/03/2034,126.6809,126.6800,5.7200,1.50,1,,,
13 Apr 2020,880IIFCL29,INE787H07420,India Infrastructure Finance Company Limited,8.8000,27/03/2029,121.0834,121.1100,5.5000,7.92,2,,,
17 Mar 2020,855IIFCL29,INE787H07396,INDIA INFRASTRUCTURE FINANCE COMPANY LIMITED,8.5500,27/03/2029,122.4389,121.3600,5.4900,4576.65,9,,,
17 Mar 2020,891IIFCL34,INE787H07370,INDIA INFRASTRUCTURE FINANCE COMPANY LIMITED,8.9100,22/01/2034,132.1871,128.7500,5.6200,15.00,2,,,
11 Mar 2020,873IIFCL29D,INE787H07362,INDIA INFRASTRUCTURE FINANCE COMPANY LIMITED,8.7300,22/01/2029,122.2000,122.2000,5.5000,10.00,1,,,
27 Mar 2020,866IIFCL34B,INE787H07347,INDIA INFRASTRUCTURE FINANCE COMPANY LIMITED,8.6600,22/01/2034,130.1712,108.2200,7.8500,124.32,5,,,
28 May 2020,841IIFCL24,INE787H07321,INDIA INFRASTRUCTURE FINANCE COMPANY LIMITED,8.4100,22/01/2024,111.7755,108.8500,5.7100,4452.00,7,,,
11 Mar 2020,863IIFCL28,INE787H07297,INDIA INFRASTRUCTURE FINANCE COMPANY LTD,8.6300,12/11/2028,121.1500,121.1500,5.5000,7.00,1,,,
27 Mar 2020,838IIFCL28,INE787H07289,INDIA INFRASTRUCTURE FINANCE COMPANY LTD,8.3800,12/11/2028,119.4218,119.4200,5.4800,5.99,1,,,
02 Mar 2020,848IIFCL28,INE787H07255,INDIA INFRASTRUCTURE FINANCE COMPANY LIMITED,8.4800,05/09/2028,119.6649,119.2900,5.5700,1040.00,11,,,
21 May 2020,846IIFCL28,INE787H07214,INDIA INFRASTRUCTURE FINANCE COMPANY LIMITED,8.4600,30/08/2028,124.1459,122.2200,5.1200,950.00,3,,,
